"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0003015","GO:0003015","heart process",250,-0.582598474652311,-1.96683106322387,1.41422288973776e-10,2.67330981399519e-08,1.98893420122928e-08,3109,"tags=34%, list=12%, signal=31%","79717/492/147/7220/1573/1829/783/10021/6324/491/57413/30820/25937/80763/3270/6329/805/1129/55800/54795/4205/10052/10142/5318/998/5608/2946/6547/5566/1193/489/5144/1760/1910/27129/4092/4842/781/6543/148/5294/2131/6328/817/6546/1674/8912/6505/490/5997/845/1756/7068/1907/1113/29119/6445/2316/140/8654/6548/5025/2034/857/6330/6327/1908/1824/482/5350/6717/11280/2934/23327/6332/11149/6335/287/7168/3741/493/477/2775/801/23171/64091"
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",259,-0.572990125641776,-1.94423690735231,1.82588531682424e-10,3.3499625312793e-08,2.49236172194368e-08,3073,"tags=28%, list=12%, signal=25%","147/5140/283383/2781/23266/4886/2641/155/6344/150/10163/1129/9590/2774/1901/5598/1132/9495/3690/81285/139760/9368/112/5566/7434/54112/1269/3360/5144/5745/2587/5064/4842/5139/2852/7433/148/4887/3363/2776/2770/846/5577/7432/5997/154/9283/108/64805/1113/2316/23284/5567/5734/11251/577/9472/10672/1268/117/111/5350/6752/1902/54331/5028/115/493/2767/2775/5138/2899/9340"
"GO:0006302","GO:0006302","double-strand break repair",319,0.604831534626805,1.92763722183718,3.00478735237316e-10,5.24640654817183e-08,3.90331018222602e-08,2992,"tags=30%, list=11%, signal=27%","9319/79000/7516/55257/8607/146956/25788/9401/55159/29128/79728/113130/8438/675/8318/2187/4172/1111/2177/79913/4176/5347/4173/672/63979/1763/10213/8914/2305/4175/4796/1663/1459/84296/6599/10721/253714/10459/11200/27434/55010/84126/23028/5591/6502/4171/2237/6421/86/5422/5892/641/9025/51750/3276/5423/51659/84515/10635/55775/11044/545/2521/55345/83990/84787/7291/56893/3980/286257/3014/11073/10856/605/197342/8317/27339/4361/9643/1108/8193/6602/11077/2138/4436/6603/199720/149840/116028/6597/9112/79035/64858/115004/7517/8091/7979"
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling",499,-0.478235439126623,-1.69905263065891,3.02774343915014e-10,5.24640654817183e-08,3.90331018222602e-08,3107,"tags=29%, list=12%, signal=26%","55784/57689/22986/57338/773/2982/5728/4131/5334/4747/10755/3845/54899/23096/23607/815/9228/5594/4804/5908/9465/22930/22883/6869/2892/6344/3706/9783/6860/150/23208/2903/2890/5179/6623/6616/10718/23345/57142/1129/9590/6622/1956/5071/25978/5621/9899/128977/9495/1136/140730/1143/5595/84866/3815/9118/320/57616/5581/1524/6855/6547/5566/23316/4130/286097/23349/54413/9145/1269/5532/56853/57282/6536/114781/1760/127262/4137/4744/25/2852/729230/79827/6543/148/5649/91851/57502/817/4756/4208/5048/6505/22871/152404/5577/154/2893/116443/23732/6900/2045/57406/266743/4355/5030/66000/6844/1979/80863/140/84502/2185/5023/9378/2901/5579/1268/9215/22849/5663/147381/9912/27020/9211/23228/152330/6285/65018/3745/590/5028/818/6865/5152/477/5764/2775/10590/5906/2899/11252/11170/760/766"
"GO:0009062","GO:0009062","fatty acid catabolic process",104,-0.709325298116099,-2.14901584089657,3.72753157278553e-10,6.28441674352327e-08,4.67558654464051e-08,3019,"tags=39%, list=11%, signal=35%","11001/5106/5826/55862/5465/37/66002/55289/254013/2108/56898/1666/10455/30/225/5264/2168/3033/5467/549/5105/1962/84830/83667/54677/34/38/1268/10449/5825/6342/1374/1376/32/35/3030/171586/3032/51/8647/2110"
"GO:1905818","GO:1905818","regulation of chromosome separation",76,0.793353069103233,2.16144082454931,4.03387668790693e-10,6.62192704714828e-08,4.9266931625988e-08,2961,"tags=55%, list=11%, signal=49%","9319/225689/221150/11065/51434/54892/699/83540/23397/23310/891/4085/55795/332/5347/57405/701/1459/64151/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/9212/9787/26271/991/8881/220134/55055/9918/11130/3619/57082/51433/7517"
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission",498,-0.478263576983566,-1.69801651642986,4.8595796407246e-10,7.77283533303591e-08,5.78296535383394e-08,3107,"tags=29%, list=12%, signal=26%","55784/57689/22986/57338/773/2982/5728/4131/5334/4747/10755/3845/54899/23096/23607/815/9228/5594/4804/5908/9465/22930/22883/6869/2892/6344/3706/9783/6860/150/23208/2903/2890/5179/6623/6616/10718/23345/57142/1129/9590/6622/1956/5071/25978/5621/9899/128977/9495/1136/140730/1143/5595/84866/3815/9118/320/57616/5581/1524/6855/6547/5566/23316/4130/286097/23349/54413/9145/1269/5532/56853/57282/6536/114781/1760/127262/4137/4744/25/2852/729230/79827/6543/148/5649/91851/57502/817/4756/4208/5048/6505/22871/152404/5577/154/2893/116443/23732/6900/2045/57406/266743/4355/5030/66000/6844/1979/80863/140/84502/2185/5023/9378/2901/5579/1268/9215/22849/5663/147381/9912/27020/9211/23228/152330/6285/65018/3745/590/5028/818/6865/5152/477/5764/2775/10590/5906/2899/11252/11170/760/766"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",429,0.558157784145184,1.80942535431573,5.33486858075585e-10,8.31972755168875e-08,6.1898514664612e-08,2961,"tags=31%, list=11%, signal=28%","3624/9319/225689/54443/994/221150/11065/7023/595/1017/146956/2146/51434/55159/6790/1869/144455/113130/699/27085/9675/675/8318/90381/83540/9088/6241/9928/990/898/1111/891/55920/25896/2177/80174/1019/80279/1029/29980/51514/983/51692/4085/55795/332/5347/995/672/54584/6491/1763/8914/57405/701/5933/6599/1063/7272/9735/993/81620/83903/10459/54908/55143/11200/10926/63967/147841/9700/9184/7027/5629/84126/5591/8451/6929/22976/86/9024/9212/9787/641/637/1062/26271/55835/2071/991/1020/8881/79915/4869/220134/10537/54888/545/9555/83990/55055/4998/10361/9894/3014/11073/79621/10783/605/60672/57520/197342/8317/8883/1022/27339/4361/8193/6602/11130/3619/8558/51360/126520/54962/4436/6603/7015/5810/6597/57082/51433/8870/79035/7517"
"GO:0006403","GO:0006403","RNA localization",197,0.662176909709761,2.03118592595741,6.16238192576403e-10,9.37583864705268e-08,6.97559484228334e-08,3617,"tags=40%, list=14%, signal=34%","1736/57510/8607/908/11260/8480/51602/348995/7203/65083/57122/5901/10576/79902/55795/87178/9631/9688/10575/23165/10642/29107/10204/79023/55308/9793/22948/636/10574/10643/26993/10212/2091/399664/23511/129401/23225/7884/9818/55110/3178/10189/6741/54888/545/64901/84321/65109/10694/10856/23636/22916/6432/26097/23279/55651/11052/24148/3192/144983/11097/8086/7979/79228/8106/9804/1660/4076/7514/6780/9775/65110/54680/7919/3181/57187/3297/55706"
"GO:0022618","GO:0022618","protein-RNA complex assembly",211,0.644826451791454,1.98796617523132,6.55334229924577e-10,9.73327363397503e-08,7.24152536275053e-08,5668,"tags=52%, list=21%, signal=41%","1736/8607/3326/23450/79084/8662/23246/26747/23212/8894/55299/96764/6636/22889/84154/1968/5591/25929/51154/6628/9129/4839/26834/1207/6732/10480/55692/6627/26831/545/10713/9733/26835/51634/8996/6895/10419/27161/10856/27339/26832/8667/6632/3692/121053/24148/6633/11171/54960/100151683/101447996/6209/28985/6223/6631/1660/6635/57819/54680/7919/3646/6433/22907/55794/100151684/101954264/3320/8175/26828/22868/8668/54496/26864/10946/8664/6431/50628/51631/8666/25980/6629/25804/10772/79833/26121/6193/6880/7520/6169/8562/79760/23020/11338/27341/26284/22827/51747/8683/101954267/11218/29777/29960/8669/10728/9326/101954272/27349/101954273/6426"
"GO:0071826","GO:0071826","protein-RNA complex organization",220,0.63872658998283,1.97610351424512,7.52628752290125e-10,1.09183678064786e-07,8.12323174748388e-08,5668,"tags=50%, list=21%, signal=40%","1736/8607/3326/23450/79084/8662/23246/26747/23212/8894/55299/96764/6636/22889/84154/1968/5591/25929/51154/6628/9129/4839/26834/1207/6732/10480/55692/6627/26831/545/10713/9733/26835/51634/8996/6895/10419/27161/10856/27339/26832/8667/6632/3692/121053/24148/6633/11171/54960/100151683/101447996/6209/28985/6223/6631/1660/6635/57819/54680/7919/3646/6433/22907/55794/100151684/101954264/3320/8175/26828/22868/8668/54496/26864/10946/8664/79752/6431/50628/51631/8666/25980/6629/25804/10772/79833/26121/6193/6880/7520/6169/8562/79760/8444/23020/11338/27341/26284/22827/51747/8683/101954267/11218/29777/29960/8669/10728/9326/101954272/27349/101954273/6426"
"GO:0019395","GO:0019395","fatty acid oxidation",107,-0.69214988711938,-2.11250620406947,9.33637160873458e-10,1.32364286580196e-07,9.84786182366287e-08,2853,"tags=40%, list=11%, signal=36%","5826/55862/5465/23409/37/55289/254013/285440/51422/2108/56898/1666/10455/30/128/225/5264/10891/2168/3033/5467/549/1962/83667/54677/34/38/1268/10449/5825/6342/1374/1376/2329/32/35/3030/3032/51/8647/5166/2110/55198"
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis",300,-0.536212520384558,-1.82738121876544,9.98916973615547e-10,1.38472090698084e-07,1.03022805536162e-07,3395,"tags=34%, list=13%, signal=30%","7223/91689/775/80024/7779/794/64072/492/6352/7009/57338/7220/1236/5334/90550/783/7504/491/2811/578/2890/7225/123041/54499/2247/3270/805/6363/6622/6357/9899/3690/6366/3708/6355/5581/2946/6547/5566/57113/286097/1193/930/6358/489/5144/5745/6359/1760/623/284612/3954/25/2852/729230/84239/596/6543/10939/817/6546/27069/846/490/844/845/1756/7421/1907/5030/5336/2316/9709/6263/84502/2185/5023/9472/857/5579/1268/5663/1908/57158/5350/6717/27020/23228/159371/6368/1258/5028/287/1991/493/6387/477/801/6786/201140/10590/79085/51196"
"GO:0008033","GO:0008033","tRNA processing",134,0.710639375388214,2.0691357980842,1.08956814119083e-09,1.47754914451052e-07,1.0992919758605e-07,3629,"tags=40%, list=14%, signal=35%","54517/146712/4234/55226/24140/10940/80324/10785/134637/55621/6894/51654/10799/80745/84705/84881/80746/348180/11062/60487/16/112858/55687/54522/90353/79691/51504/25940/27304/51605/8270/54802/3735/79897/6741/54888/56931/63892/126789/55798/27037/10248/26024/283989/64118/116461/8518/131965/221078/79693/3028/115708/10557/79979"
"GO:0006635","GO:0006635","fatty acid beta-oxidation",74,-0.760990512324655,-2.17866999981553,1.25682538362273e-09,1.60001566184461e-07,1.19040668450969e-07,3019,"tags=47%, list=11%, signal=42%","11001/5826/55862/5465/37/55289/254013/2108/56898/1666/10455/30/225/2168/3033/5467/549/1962/83667/54677/34/38/1268/10449/5825/6342/1374/1376/32/35/3030/3032/51/8647/2110"
"GO:0051304","GO:0051304","chromosome separation",83,0.780024691443275,2.1581917372233,1.21641818403e-09,1.60001566184461e-07,1.19040668450969e-07,3117,"tags=52%, list=12%, signal=46%","9319/225689/221150/11065/51434/54892/699/83540/23397/23310/891/4085/55795/332/5347/57405/701/1459/64151/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/9212/9787/26271/991/8881/220134/55055/9918/11130/3619/57082/51433/7517/338657"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",425,0.554600799921348,1.79566152274575,1.25379975528744e-09,1.60001566184461e-07,1.19040668450969e-07,2908,"tags=31%, list=11%, signal=28%","3624/9319/79935/54443/994/10309/221150/11065/7023/128239/595/4609/1017/2146/51434/899/55159/6790/1869/144455/113130/699/27085/27338/9833/90381/83540/9088/6241/9928/990/898/1111/891/55920/80174/1019/80279/1029/29980/51514/983/51692/4085/1871/55795/332/5347/995/672/1164/6491/2305/57405/701/5933/6599/1063/84930/7272/1104/9735/993/83903/1978/10459/54908/55143/11200/10926/63967/147841/131405/9700/9184/7027/5591/1033/54619/8451/6929/645121/6502/890/10460/86/9024/284001/9212/9787/641/637/1062/26271/55835/2071/9133/1163/991/8881/79915/220134/10537/545/55055/51400/4998/10361/11073/79621/10783/605/60672/57520/8317/8883/1022/4361/8193/6602/11130/3619/8558/51360/126520/6603/7015/6597/83844/57082/51433/8870/79035"
"GO:1903522","GO:1903522","regulation of blood circulation",255,-0.559486153255026,-1.89533680349648,1.40771102430232e-09,1.75626027391957e-07,1.30665219076819e-07,2847,"tags=33%, list=11%, signal=29%","1573/1829/783/10021/6324/491/6869/150/57413/30820/80763/3270/805/1129/55800/54795/1956/4205/10052/10142/5318/2946/6547/5566/1193/489/5144/79987/1760/1910/143872/27129/4092/4842/25/781/6543/148/5294/624/817/6546/1674/8912/6505/846/490/10800/5997/185/845/1889/1756/7068/1907/1113/29119/2316/140/553/8654/6548/5025/5023/2034/857/6330/6327/1908/1824/482/5350/6717/11149/287/7168/3741/493/477/2775/801/23171/64091"
"GO:0000725","GO:0000725","recombinational repair",191,0.657376288751789,2.00339631769738,1.44875355274518e-09,1.7720244435342e-07,1.31838068401517e-07,2992,"tags=32%, list=11%, signal=29%","79000/7516/55257/8607/25788/9401/55159/29128/79728/8438/78995/675/8318/2187/4172/1111/4176/5347/4173/672/63979/10213/8914/4175/4796/84296/10721/253714/10459/55010/23028/6502/4171/2237/6421/86/5892/641/9025/51750/3276/51659/84515/10635/2521/55345/56893/3980/3014/11073/10856/8317/4361/9643/1108/149840/116028/79035/115004/7517/7979"
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling",122,0.713730425667035,2.06261674614856,1.51475320029035e-09,1.8171212429637e-07,1.35193256276927e-07,3272,"tags=39%, list=12%, signal=35%","595/1017/146956/55159/1869/9675/675/8318/90381/990/1111/25896/2177/80279/29980/51514/983/5347/672/54584/1763/8914/81620/11200/63967/84126/5591/8451/641/545/83990/4998/9894/3014/11073/79621/197342/8883/27339/4361/51360/54962/4436/5810/8870/9656/8525/580"
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle",99,0.752815474314837,2.12296718502896,1.98069349849866e-09,2.33123887615747e-07,1.73443448557708e-07,2961,"tags=48%, list=11%, signal=43%","9319/225689/221150/11065/51434/699/83540/990/891/4085/55795/332/5347/57405/701/6599/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/10460/86/9212/9787/1062/26271/991/8881/220134/55055/10783/605/57520/8193/6602/11130/3619/6603/6597/57082/51433/7517"
"GO:0002027","GO:0002027","regulation of heart rate",101,-0.705769038576929,-2.12925287048085,2.22620006860697e-09,2.57167333851301e-07,1.91331697904252e-07,2844,"tags=38%, list=11%, signal=34%","1829/783/10021/6324/80763/3270/805/55800/54795/10142/5318/5566/5144/1910/781/148/817/6546/6505/845/1756/1907/29119/2034/857/6330/6327/1908/1824/5350/6717/11149/287/7168/3741/801/23171/64091"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",95,0.758527226897341,2.13372758102118,2.4669471229893e-09,2.64812003538865e-07,1.97019308415797e-07,2961,"tags=49%, list=11%, signal=44%","9319/225689/221150/11065/51434/699/83540/990/891/4085/55795/332/5347/57405/701/6599/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/86/9212/9787/1062/26271/991/8881/220134/55055/10783/605/57520/8193/6602/11130/3619/6603/6597/57082/51433/7517"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",93,0.754753092549041,2.11402199399964,2.42268030844792e-09,2.64812003538865e-07,1.97019308415797e-07,2961,"tags=49%, list=11%, signal=44%","9319/221150/11065/51434/699/83540/990/891/4085/55795/332/5347/57405/701/6599/1063/7272/9735/83903/10459/54908/55143/147841/9700/9184/86/9212/9787/1062/26271/991/8881/220134/55055/10783/605/57520/8193/6602/11130/3619/6603/6597/57082/51433/7517"
"GO:0034440","GO:0034440","lipid oxidation",114,-0.679766227170227,-2.08628226885701,2.54708563839883e-09,2.64812003538865e-07,1.97019308415797e-07,2853,"tags=38%, list=11%, signal=34%","5826/55862/5465/23409/37/55289/254013/285440/51422/2108/56898/1666/10455/30/128/225/5264/10891/2168/3033/5467/549/1962/83667/54677/34/38/1268/10449/5825/6342/1374/1376/2329/32/35/3030/3032/51/8647/5166/2110/55198"
"GO:0051783","GO:0051783","regulation of nuclear division",145,0.694197142426656,2.044100352395,2.43711827908854e-09,2.64812003538865e-07,1.97019308415797e-07,2999,"tags=44%, list=11%, signal=39%","9319/4488/221150/11065/4487/51434/6790/699/27085/4751/83540/9088/3976/1111/891/4085/55795/332/2827/5347/3481/995/655/57405/701/1063/7272/1104/9735/83903/10459/54908/55143/147841/9700/9184/652/2069/9212/9787/3552/26271/991/8881/10635/79866/8877/220134/7474/55055/10361/10419/23636/4288/11130/3619/157313/5810/57082/51433/9585/7517/26013/9820"
"GO:0090257","GO:0090257","regulation of muscle system process",233,-0.567002135372307,-1.89599563326956,2.52340251401799e-09,2.64812003538865e-07,1.97019308415797e-07,3294,"tags=38%, list=12%, signal=33%","775/390594/2308/4089/147/2982/1829/783/3479/84193/10021/7140/5465/6869/8013/6833/497189/5592/150/80763/3270/6329/805/1129/54795/4205/1136/782/1143/10142/2660/5318/3736/3815/9759/2946/6547/5566/1193/6442/5144/1760/143872/4092/3572/4842/2852/148/5294/7132/817/6546/406937/490/5997/154/844/845/1756/1907/1113/29119/8654/6548/5025/5023/221476/9472/857/1908/1824/5350/6717/93649/114907/9464/818/6865/5152/287/7168/1264/493/32/4660/477/801/10398"
"GO:0016197","GO:0016197","endosomal transport",291,-0.538782891806666,-1.82967535184783,2.34509752504173e-09,2.64812003538865e-07,1.97019308415797e-07,4505,"tags=38%, list=17%, signal=32%","23603/55207/338382/8724/374403/51201/9341/137492/757/51534/30844/9043/1213/19/2060/112574/5962/51375/10938/84162/27243/8766/50618/8678/79720/120892/27236/23527/164/27065/91056/201475/51510/91782/23074/84067/4218/9482/23339/5289/9372/7430/84910/23317/6272/79643/85377/64145/7454/163486/55614/5594/51479/257364/4645/64400/1639/7109/30846/83874/404636/8729/401548/8723/6616/382/57554/58533/5071/65009/22853/25978/54741/9495/10254/5595/10490/9367/51552/51429/6453/950/51652/80148/55745/50632/57020/51560/23585/387680/6643/27147/25938/83547/9827/4642/9201/2316/57132/51209/79958/92241/9525/253725/6642/51617/10311/9912/23673/11149"
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination",185,0.655434095635195,2.00043396000947,3.12893024624301e-09,3.1637563811021e-07,2.35382492436495e-07,2992,"tags=32%, list=11%, signal=28%","79000/7516/55257/8607/25788/9401/55159/29128/79728/8438/675/8318/2187/4172/1111/4176/5347/4173/672/63979/10213/8914/4175/4796/84296/10721/253714/10459/55010/23028/6502/4171/2237/6421/86/5892/641/9025/51750/3276/51659/84515/10635/2521/56893/3980/3014/11073/10856/8317/4361/9643/1108/149840/116028/79035/115004/7517/7979"
"GO:1990778","GO:1990778","protein localization to cell periphery",357,-0.514574847190655,-1.79538479206333,3.14448373883184e-09,3.1637563811021e-07,2.35382492436495e-07,4301,"tags=34%, list=16%, signal=29%","30844/9693/118813/9135/1213/5962/10627/6093/10938/5295/9312/25921/8766/64689/51304/57731/8554/9847/4905/2258/4644/27065/51225/245812/59284/4218/9482/26119/91663/79849/7430/2580/2042/6769/51548/5525/283576/783/5961/23096/92162/64114/115548/815/81693/57217/285172/22883/55204/30846/2903/25945/375567/51763/367/382/55800/57554/6622/1956/8673/5621/9495/126353/10490/5318/29993/30818/10550/10439/5581/9368/950/55022/7275/10484/682/5064/2852/10133/7132/2770/817/8650/5174/3958/6505/5780/483/64398/66000/6844/25999/2316/80333/55625/9378/857/10580/9215/23136/9912/5357/9211/7871/9528/6342/3745/163882/5028/818/287/493/7957/288/4884/4118/1804/5906/5593"
"GO:0010948","GO:0010948","negative regulation of cell cycle process",287,0.590400152457855,1.86710727266646,3.40823127513304e-09,3.374689951473e-07,2.51075884579141e-07,2961,"tags=33%, list=11%, signal=30%","3624/9319/221150/2648/595/1017/146956/2146/899/55159/1869/144455/699/27085/4751/9675/675/8318/90381/83540/9088/990/3976/1111/891/25896/2177/80279/29980/51514/983/4085/55795/332/5347/655/672/54584/1763/8914/57405/701/5933/1063/8260/7272/9735/81620/83903/10459/54908/55143/11200/63967/147841/9700/9184/5629/84126/652/5591/8451/9024/9212/641/26271/991/4869/220134/54888/545/9555/83990/91147/55055/4998/9894/3014/11073/79621/60672/197342/8883/27339/4361/11130/3619/51360/54962/4436/5810/57082/8870/79035/7517"
