"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"5891","GO:0060122",15,0,1,1,"inner ear receptor cell stereocilium organization","inner ear receptor cell stereocilium organization"
"5892","GO:0060129",5,0,1,1,"thyroid-stimulating hormone-secreting cell differentiation","thyroid-stimulating hormone-secreting cell differentiation"
"5893","GO:0060134",7,0,1,1,"prepulse inhibition","prepulse inhibition"
"5894","GO:0060135",12,0,1,1,"maternal process involved in female pregnancy","maternal process involved in female pregnancy"
"5895","GO:0060174",8,0,1,1,"limb bud formation","limb bud formation"
"5896","GO:0060179",5,0,1,1,"male mating behavior","male mating behavior"
"5897","GO:0060231",6,0,1,1,"mesenchymal to epithelial transition","mesenchymal to epithelial transition"
"5898","GO:0060253",6,0,1,1,"negative regulation of glial cell proliferation","negative regulation of glial cell proliferation"
"5899","GO:0060259",9,0,1,1,"regulation of feeding behavior","regulation of feeding behavior"
"5900","GO:0060272",7,0,1,1,"embryonic skeletal joint morphogenesis","embryonic skeletal joint morphogenesis"
"5901","GO:0060287",8,0,1,1,"epithelial cilium movement involved in determination of left/right asymmetry","epithelial cilium movement involved in determination of left/right asymmetry"
"5902","GO:0060290",6,0,1,1,"transdifferentiation","transdifferentiation"
"5903","GO:0060292",16,0,1,1,"long-term synaptic depression","long-term synaptic depression"
"5904","GO:0060296",6,0,1,1,"regulation of cilium beat frequency involved in ciliary motility","regulation of cilium beat frequency involved in ciliary motility"
"5905","GO:0060315",8,0,1,1,"negative regulation of ryanodine-sensitive calcium-release channel activity","negative regulation of ryanodine-sensitive calcium-release channel activity"
"5906","GO:0060316",7,0,1,1,"positive regulation of ryanodine-sensitive calcium-release channel activity","positive regulation of ryanodine-sensitive calcium-release channel activity"
"5907","GO:0060317",11,0,1,1,"cardiac epithelial to mesenchymal transition","cardiac epithelial to mesenchymal transition"
"5908","GO:0060322",12,0,1,1,"head development","head development"
"5909","GO:0060336",6,0,1,1,"negative regulation of type II interferon-mediated signaling pathway","negative regulation of type II interferon-mediated signaling pathway"
"5910","GO:0060341",5,0,1,1,"regulation of cellular localization","regulation of cellular localization"
"5911","GO:0060346",5,0,1,1,"bone trabecula formation","bone trabecula formation"
"5912","GO:0060354",7,0,1,1,"negative regulation of cell adhesion molecule production","negative regulation of cell adhesion molecule production"
"5913","GO:0060363",5,0,1,1,"cranial suture morphogenesis","cranial suture morphogenesis"
"5914","GO:0060372",5,0,1,1,"regulation of atrial cardiac muscle cell membrane repolarization","regulation of atrial cardiac muscle cell membrane repolarization"
"5915","GO:0060373",5,0,1,1,"regulation of ventricular cardiac muscle cell membrane depolarization","regulation of ventricular cardiac muscle cell membrane depolarization"
"5916","GO:0060396",7,0,1,1,"growth hormone receptor signaling pathway","growth hormone receptor signaling pathway"
"5917","GO:0060411",12,0,1,1,"cardiac septum morphogenesis","cardiac septum morphogenesis"
"5918","GO:0060416",8,0,1,1,"response to growth hormone","response to growth hormone"
"5919","GO:0060428",6,0,1,1,"lung epithelium development","lung epithelium development"
"5920","GO:0060429",6,0,1,1,"epithelium development","epithelium development"
"5921","GO:0060449",7,0,1,1,"bud elongation involved in lung branching","bud elongation involved in lung branching"
"5922","GO:0060452",8,0,1,1,"positive regulation of cardiac muscle contraction","positive regulation of cardiac muscle contraction"
"5923","GO:0060463",7,0,1,1,"lung lobe morphogenesis","lung lobe morphogenesis"
"5924","GO:0060478",6,0,1,1,"acrosomal vesicle exocytosis","acrosomal vesicle exocytosis"
"5925","GO:0060484",9,0,1,1,"lung-associated mesenchyme development","lung-associated mesenchyme development"
"5926","GO:0060487",6,0,1,1,"lung epithelial cell differentiation","lung epithelial cell differentiation"
"5927","GO:0060509",6,0,1,1,"type I pneumocyte differentiation","type I pneumocyte differentiation"
"5928","GO:0060574",5,0,1,1,"intestinal epithelial cell maturation","intestinal epithelial cell maturation"
"5929","GO:0060575",7,0,1,1,"intestinal epithelial cell differentiation","intestinal epithelial cell differentiation"
"5930","GO:0060613",5,0,1,1,"fat pad development","fat pad development"
"5931","GO:0060644",8,0,1,1,"mammary gland epithelial cell differentiation","mammary gland epithelial cell differentiation"
"5932","GO:0060669",5,0,1,1,"embryonic placenta morphogenesis","embryonic placenta morphogenesis"
"5933","GO:0060670",9,0,1,1,"branching involved in labyrinthine layer morphogenesis","branching involved in labyrinthine layer morphogenesis"
"5934","GO:0060716",11,0,1,1,"labyrinthine layer blood vessel development","labyrinthine layer blood vessel development"
"5935","GO:0060736",6,0,1,1,"prostate gland growth","prostate gland growth"
"5936","GO:0060760",6,0,1,1,"positive regulation of response to cytokine stimulus","positive regulation of response to cytokine stimulus"
"5937","GO:0060761",5,0,1,1,"negative regulation of response to cytokine stimulus","negative regulation of response to cytokine stimulus"
"5938","GO:0060767",6,0,1,1,"epithelial cell proliferation involved in prostate gland development","epithelial cell proliferation involved in prostate gland development"
"5939","GO:0060856",7,0,1,1,"establishment of blood-brain barrier","establishment of blood-brain barrier"
"5940","GO:0060993",5,0,1,1,"kidney morphogenesis","kidney morphogenesis"
"5941","GO:0061000",6,0,1,1,"negative regulation of dendritic spine development","negative regulation of dendritic spine development"
"5942","GO:0061014",8,0,1,1,"positive regulation of mRNA catabolic process","positive regulation of mRNA catabolic process"
"5943","GO:0061037",5,0,1,1,"negative regulation of cartilage development","negative regulation of cartilage development"
"5944","GO:0061044",5,0,1,1,"negative regulation of vascular wound healing","negative regulation of vascular wound healing"
"5945","GO:0061101",6,0,1,1,"neuroendocrine cell differentiation","neuroendocrine cell differentiation"
"5946","GO:0061154",5,0,1,1,"endothelial tube morphogenesis","endothelial tube morphogenesis"
"5947","GO:0061179",7,0,1,1,"negative regulation of insulin secretion involved in cellular response to glucose stimulus","negative regulation of insulin secretion involved in cellular response to glucose stimulus"
"5948","GO:0061202",6,0,1,1,"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane","clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"
"5949","GO:0061370",5,0,1,1,"testosterone biosynthetic process","testosterone biosynthetic process"
"5950","GO:0061384",7,0,1,1,"heart trabecula morphogenesis","heart trabecula morphogenesis"
"5951","GO:0061459",9,0,1,1,"L-arginine transmembrane transporter activity","L-arginine transmembrane transporter activity"
"5952","GO:0061469",5,0,1,1,"regulation of type B pancreatic cell proliferation","regulation of type B pancreatic cell proliferation"
"5953","GO:0061470",6,0,1,1,"T follicular helper cell differentiation","T follicular helper cell differentiation"
"5954","GO:0061502",5,0,1,1,"early endosome to recycling endosome transport","early endosome to recycling endosome transport"
"5955","GO:0061617",6,0,1,1,"MICOS complex","MICOS complex"
"5956","GO:0061626",5,0,1,1,"pharyngeal arch artery morphogenesis","pharyngeal arch artery morphogenesis"
"5957","GO:0061820",6,0,1,1,"telomeric D-loop disassembly","telomeric D-loop disassembly"
"5958","GO:0061827",7,0,1,1,"sperm head","sperm head"
"5959","GO:0061951",5,0,1,1,"establishment of protein localization to plasma membrane","establishment of protein localization to plasma membrane"
"5960","GO:0061966",5,0,1,1,"establishment of left/right asymmetry","establishment of left/right asymmetry"
"5961","GO:0062111",5,0,1,1,"zinc ion import into organelle","zinc ion import into organelle"
"5962","GO:0070061",5,0,1,1,"fructose binding","fructose binding"
"5963","GO:0070064",14,0,1,1,"proline-rich region binding","proline-rich region binding"
"5964","GO:0070072",6,0,1,1,"vacuolar proton-transporting V-type ATPase complex assembly","vacuolar proton-transporting V-type ATPase complex assembly"
"5965","GO:0070168",5,0,1,1,"negative regulation of biomineral tissue development","negative regulation of biomineral tissue development"
"5966","GO:0070212",5,0,1,1,"protein poly-ADP-ribosylation","protein poly-ADP-ribosylation"
"5967","GO:0070213",6,0,1,1,"protein auto-ADP-ribosylation","protein auto-ADP-ribosylation"
"5968","GO:0070244",6,0,1,1,"negative regulation of thymocyte apoptotic process","negative regulation of thymocyte apoptotic process"
"5969","GO:0070245",5,0,1,1,"positive regulation of thymocyte apoptotic process","positive regulation of thymocyte apoptotic process"
"5970","GO:0070257",5,0,1,1,"positive regulation of mucus secretion","positive regulation of mucus secretion"
"5971","GO:0070268",7,0,1,1,"cornification","cornification"
"5972","GO:0070286",8,0,1,1,"axonemal dynein complex assembly","axonemal dynein complex assembly"
"5973","GO:0070292",9,0,1,1,"N-acylphosphatidylethanolamine metabolic process","N-acylphosphatidylethanolamine metabolic process"
"5974","GO:0070293",9,0,1,1,"renal absorption","renal absorption"
"5975","GO:0070294",9,0,1,1,"renal sodium ion absorption","renal sodium ion absorption"
"5976","GO:0070314",8,0,1,1,"G1 to G0 transition","G1 to G0 transition"
"5977","GO:0070317",5,0,1,1,"negative regulation of G0 to G1 transition","negative regulation of G0 to G1 transition"
"5978","GO:0070324",5,0,1,1,"thyroid hormone binding","thyroid hormone binding"
"5979","GO:0070345",5,0,1,1,"negative regulation of fat cell proliferation","negative regulation of fat cell proliferation"
"5980","GO:0070370",5,0,1,1,"cellular heat acclimation","cellular heat acclimation"
"5981","GO:0070410",9,0,1,1,"co-SMAD binding","co-SMAD binding"
"5982","GO:0070431",6,0,1,1,"nucleotide-binding oligomerization domain containing 2 signaling pathway","nucleotide-binding oligomerization domain containing 2 signaling pathway"
"5983","GO:0070458",5,0,1,1,"cellular detoxification of nitrogen compound","cellular detoxification of nitrogen compound"
"5984","GO:0070474",8,0,1,1,"positive regulation of uterine smooth muscle contraction","positive regulation of uterine smooth muscle contraction"
"5985","GO:0070475",5,0,1,1,"rRNA base methylation","rRNA base methylation"
"5986","GO:0070573",7,0,1,1,"metallodipeptidase activity","metallodipeptidase activity"
"5987","GO:0070574",6,0,1,1,"cadmium ion transmembrane transport","cadmium ion transmembrane transport"
"5988","GO:0070585",7,0,1,1,"protein localization to mitochondrion","protein localization to mitochondrion"
"5989","GO:0070613",9,0,1,1,"regulation of protein processing","regulation of protein processing"
"5990","GO:0070633",8,0,1,1,"transepithelial transport","transepithelial transport"
"5991","GO:0070723",8,0,1,1,"response to cholesterol","response to cholesterol"
"5992","GO:0070740",9,0,1,1,"tubulin-glutamic acid ligase activity","tubulin-glutamic acid ligase activity"
"5993","GO:0070776",5,0,1,1,"MOZ/MORF histone acetyltransferase complex","MOZ/MORF histone acetyltransferase complex"
"5994","GO:0070778",5,0,1,1,"L-aspartate transmembrane transport","L-aspartate transmembrane transport"
"5995","GO:0070782",5,0,1,1,"phosphatidylserine exposure on apoptotic cell surface","phosphatidylserine exposure on apoptotic cell surface"
"5996","GO:0070828",6,0,1,1,"heterochromatin organization","heterochromatin organization"
"5997","GO:0070837",9,0,1,1,"dehydroascorbic acid transport","dehydroascorbic acid transport"
"5998","GO:0070849",5,0,1,1,"response to epidermal growth factor","response to epidermal growth factor"
"5999","GO:0070852",7,0,1,1,"cell body fiber","cell body fiber"
"6000","GO:0070873",5,0,1,1,"regulation of glycogen metabolic process","regulation of glycogen metabolic process"
"6001","GO:0070878",8,0,1,1,"primary miRNA binding","primary miRNA binding"
"6002","GO:0070972",5,0,1,1,"protein localization to endoplasmic reticulum","protein localization to endoplasmic reticulum"
"6003","GO:0070986",7,0,1,1,"left/right axis specification","left/right axis specification"
"6004","GO:0071204",5,0,1,1,"histone pre-mRNA 3'end processing complex","histone pre-mRNA 3'end processing complex"
"6005","GO:0071224",5,0,1,1,"cellular response to peptidoglycan","cellular response to peptidoglycan"
"6006","GO:0071243",7,0,1,1,"cellular response to arsenic-containing substance","cellular response to arsenic-containing substance"
"6007","GO:0071257",9,0,1,1,"cellular response to electrical stimulus","cellular response to electrical stimulus"
"6008","GO:0071281",5,0,1,1,"cellular response to iron ion","cellular response to iron ion"
"6009","GO:0071286",5,0,1,1,"cellular response to magnesium ion","cellular response to magnesium ion"
"6010","GO:0071287",5,0,1,1,"cellular response to manganese ion","cellular response to manganese ion"
"6011","GO:0071305",7,0,1,1,"cellular response to vitamin D","cellular response to vitamin D"
"6012","GO:0071316",5,0,1,1,"cellular response to nicotine","cellular response to nicotine"
"6013","GO:0071374",6,0,1,1,"cellular response to parathyroid hormone stimulus","cellular response to parathyroid hormone stimulus"
"6014","GO:0071377",7,0,1,1,"cellular response to glucagon stimulus","cellular response to glucagon stimulus"
"6015","GO:0071398",12,0,1,1,"cellular response to fatty acid","cellular response to fatty acid"
"6016","GO:0071420",5,0,1,1,"cellular response to histamine","cellular response to histamine"
"6017","GO:0071422",5,0,1,1,"succinate transmembrane transport","succinate transmembrane transport"
"6018","GO:0071439",5,0,1,1,"clathrin complex","clathrin complex"
"6019","GO:0071447",7,0,1,1,"cellular response to hydroperoxide","cellular response to hydroperoxide"
"6020","GO:0071474",7,0,1,1,"cellular hyperosmotic response","cellular hyperosmotic response"
"6021","GO:0071476",8,0,1,1,"cellular hypotonic response","cellular hypotonic response"
